full_name,relative_url
ENERGY DEVE. CO.LTD,https://www.upstox.com/stocks/energy-deve-co-ltd-share-price/INE306C01019/
ENGINEERS INDIA LTD,https://www.upstox.com/stocks/engineers-india-ltd-share-price/INE510A01028/
ENTERTAIN NET. IND. LTD.,https://www.upstox.com/stocks/entertain-net-ind-ltd-share-price/INE265F01028/
ENTERO HEALTHCARE SOLU L,https://www.upstox.com/stocks/entero-healthcare-solu-l-share-price/INE010601016/
ENVIROTECH SYSTEMS LTD,https://www.upstox.com/stocks/envirotech-systems-ltd-share-price/INE0SUH01015/
EPACK DURABLE LIMITED,https://www.upstox.com/stocks/epack-durable-limited-share-price/INE0G5901015/
EPIGRAL LIMITED,https://www.upstox.com/stocks/epigral-limited-share-price/INE071N01016/
EPL LIMITED,https://www.upstox.com/stocks/epl-limited-share-price/INE255A01020/
DSPAMC - DSPNEWETF,https://www.upstox.com/stocks/dspamc-dspnewetf-share-price/INF740KA1QK2/
EQUIPPP SOC IMP TECH LTD,https://www.upstox.com/stocks/equippp-soc-imp-tech-ltd-share-price/INE217G01035/
EQUITAS SMALL FIN BNK LTD,https://www.upstox.com/stocks/equitas-small-fin-bnk-ltd-share-price/INE063P01018/
ERIS LIFESCIENCES LIMITED,https://www.upstox.com/stocks/eris-lifesciences-limited-share-price/INE406M01024/
ESAB INDIA LTD,https://www.upstox.com/stocks/esab-india-ltd-share-price/INE284A01012/
ESAF SMALL FINANCE BANK L,https://www.upstox.com/stocks/esaf-small-finance-bank-l-share-price/INE818W01011/
ESCORTS KUBOTA LIMITED,https://www.upstox.com/stocks/escorts-kubota-limited-share-price/INE042A01014/
MIRAEAMC - MAESGETF,https://www.upstox.com/stocks/miraeamc-maesgetf-share-price/INF769K01GS9/
EDELAMC - ESILVER,https://www.upstox.com/stocks/edelamc-esilver-share-price/INF754K01SF3/
ESPRIT STONES LIMITED,https://www.upstox.com/stocks/esprit-stones-limited-share-price/INE0SBP01018/
ESSAR SHIPPING LTD,https://www.upstox.com/stocks/essar-shipping-ltd-share-price/INE122M01019/
INTEGRA ESSENTIA LIMITED,https://www.upstox.com/stocks/integra-essentia-limited-share-price/INE418N01035/
ESTER INDUSTRIES LTD,https://www.upstox.com/stocks/ester-industries-ltd-share-price/INE778B01029/
ETHOS LIMITED,https://www.upstox.com/stocks/ethos-limited-share-price/INE04TZ01018/
EMERALD TYRE MANUF LTD,https://www.upstox.com/stocks/emerald-tyre-manuf-ltd-share-price/INE0RHD01013/
EUREKA FORBES LIMITED,https://www.upstox.com/stocks/eureka-forbes-limited-share-price/INE0KCE01017/
EURO PANEL PRODUCTS LTD,https://www.upstox.com/stocks/euro-panel-products-ltd-share-price/INE505V01016/
EUROTEX IND & EXPORTS LTD,https://www.upstox.com/stocks/eurotex-ind-exports-ltd-share-price/INE022C01012/
EVEREADY INDS. IND.  LTD.,https://www.upstox.com/stocks/eveready-inds-ind-ltd-share-price/INE128A01029/
EVEREST INDUSTRIES LTD,https://www.upstox.com/stocks/everest-industries-ltd-share-price/INE295A01018/
MIRAEAMC - EVINDIA,https://www.upstox.com/stocks/miraeamc-evindia-share-price/INF769K01LQ3/
EXCEL REALTY N INFRA LTD,https://www.upstox.com/stocks/excel-realty-n-infra-ltd-share-price/INE688J01023/
EXCEL INDUSTRIES LTD,https://www.upstox.com/stocks/excel-industries-ltd-share-price/INE369A01029/
EXCELLENT WIRES N PACK L,https://www.upstox.com/stocks/excellent-wires-n-pack-l-share-price/INE0Y4801011/
EXICOM TELE SYSTEMS LTD,https://www.upstox.com/stocks/exicom-tele-systems-ltd-share-price/INE777F01014/
EXIDE INDUSTRIES LTD,https://www.upstox.com/stocks/exide-industries-ltd-share-price/INE302A01020/
EXPLEO SOLUTIONS LIMITED,https://www.upstox.com/stocks/expleo-solutions-limited-share-price/INE201K01015/
EXXARO TILES LIMITED,https://www.upstox.com/stocks/exxaro-tiles-limited-share-price/INE0GFE01026/
FACT LTD,https://www.upstox.com/stocks/fact-ltd-share-price/INE188A01015/
FAIRCHEM ORGANICS LIMITED,https://www.upstox.com/stocks/fairchem-organics-limited-share-price/INE0DNW01011/
FALCON TECHNOPROJ IND LTD,https://www.upstox.com/stocks/falcon-technoproj-ind-ltd-share-price/INE0PQK01013/
FAZE THREE LIMITED,https://www.upstox.com/stocks/faze-three-limited-share-price/INE963C01033/
FINEOTEX CHEMICAL LIMITED,https://www.upstox.com/stocks/fineotex-chemical-limited-share-price/INE045J01026/
FCS SOFTWARE SOLN. LTD.,https://www.upstox.com/stocks/fcs-software-soln-ltd-share-price/INE512B01022/
FDC LIMITED,https://www.upstox.com/stocks/fdc-limited-share-price/INE258B01022/
FEDERAL BANK LTD,https://www.upstox.com/stocks/federal-bank-ltd-share-price/INE171A01029/
FEDBANK FINANCIAL SER L,https://www.upstox.com/stocks/fedbank-financial-ser-l-share-price/INE007N01010/
FUTURE ENTERPRISES LTD,https://www.upstox.com/stocks/future-enterprises-ltd-share-price/IN9623B01058/
FIBERWEB INDIA LIMITED,https://www.upstox.com/stocks/fiberweb-india-limited-share-price/INE296C01020/
FIDEL SOFTECH LIMITED,https://www.upstox.com/stocks/fidel-softech-limited-share-price/INE0LQQ01019/
FIEM INDUSTRIES LIMITED,https://www.upstox.com/stocks/fiem-industries-limited-share-price/INE737H01014/
FILATEX INDIA LTD,https://www.upstox.com/stocks/filatex-india-ltd-share-price/INE816B01035/
FILATEX FASHIONS LIMITED,https://www.upstox.com/stocks/filatex-fashions-limited-share-price/INE185E01021/
FINOLEX CABLES LTD,https://www.upstox.com/stocks/finolex-cables-ltd-share-price/INE235A01022/
FINE ORGANIC IND. LTD.,https://www.upstox.com/stocks/fine-organic-ind-ltd-share-price/INE686Y01026/
ICICIPRAMC-ICICIFIN,https://www.upstox.com/stocks/icicipramc-icicifin-share-price/INF109KC17L8/
FINO PAYMENTS BANK LTD,https://www.upstox.com/stocks/fino-payments-bank-ltd-share-price/INE02NC01014/
FINOLEX INDUSTRIES LTD,https://www.upstox.com/stocks/finolex-industries-ltd-share-price/INE183A01024/
BRAINBEES SOLUTIONS LTD,https://www.upstox.com/stocks/brainbees-solutions-ltd-share-price/INE02RE01045/
FIVE-STAR BUS FIN LTD,https://www.upstox.com/stocks/five-star-bus-fin-ltd-share-price/INE128S01021/
FLAIR WRITING INDUST LTD,https://www.upstox.com/stocks/flair-writing-indust-ltd-share-price/INE00Y201027/
FLEXITUFF VENTURES INT L,https://www.upstox.com/stocks/flexituff-ventures-int-l-share-price/INE060J01017/
GUJARAT FLUOROCHEM LTD,https://www.upstox.com/stocks/gujarat-fluorochem-ltd-share-price/INE09N301011/
ICICIPRAMC - ICICIFMCG,https://www.upstox.com/stocks/icicipramc-icicifmcg-share-price/INF109KC19V3/
FEDERAL-MOGUL GOETZE (IND,https://www.upstox.com/stocks/federal-mogul-goetze-ind-share-price/INE529A01010/
FUTURE MKT NETWORKS LTD,https://www.upstox.com/stocks/future-mkt-networks-ltd-share-price/INE360L01017/
FOCUS LIGHTG & FIXTRS LTD,https://www.upstox.com/stocks/focus-lightg-fixtrs-ltd-share-price/INE593W01028/
FONEBOX RETAIL LIMITED,https://www.upstox.com/stocks/fonebox-retail-limited-share-price/INE0Q4701019/
FOODS & INNS LIMITED,https://www.upstox.com/stocks/foods-inns-limited-share-price/INE976E01023/
FORCE MOTORS LIMITED,https://www.upstox.com/stocks/force-motors-limited-share-price/INE451A01017/
FORGE AUTO INTERNATION L,https://www.upstox.com/stocks/forge-auto-internation-l-share-price/INE0YKW01013/
FORTIS HEALTHCARE LTD,https://www.upstox.com/stocks/fortis-healthcare-ltd-share-price/INE061F01013/
FOSECO INDIA LTD,https://www.upstox.com/stocks/foseco-india-ltd-share-price/INE519A01011/
FROG CELLSAT LIMITED,https://www.upstox.com/stocks/frog-cellsat-limited-share-price/INE385O01018/
FIRSTSOURCE SOLU. LTD.,https://www.upstox.com/stocks/firstsource-solu-ltd-share-price/INE684F01012/
FUSION FINANCE LIMITED,https://www.upstox.com/stocks/fusion-finance-limited-share-price/INE139R01012/
GABRIEL INDIA LTD,https://www.upstox.com/stocks/gabriel-india-ltd-share-price/INE524A01029/
GUJARAT AMBUJA EXPORTS LT,https://www.upstox.com/stocks/gujarat-ambuja-exports-lt-share-price/INE036B01030/
GAIL (INDIA) LTD,https://www.upstox.com/stocks/gail-india-ltd-share-price/INE129A01019/
GALA PRECISION ENG LTD,https://www.upstox.com/stocks/gala-precision-eng-ltd-share-price/INE0RE001014/
GALAXY SURFACTANTS LTD,https://www.upstox.com/stocks/galaxy-surfactants-ltd-share-price/INE600K01018/
GALLANTT ISPAT LIMITED,https://www.upstox.com/stocks/gallantt-ispat-limited-share-price/INE297H01019/
GANDHAR OIL REFINE IND L,https://www.upstox.com/stocks/gandhar-oil-refine-ind-l-share-price/INE717W01049/
GANDHI SPL. TUBES LTD,https://www.upstox.com/stocks/gandhi-spl-tubes-ltd-share-price/INE524B01027/
GANESHA ECOSPHERE LIMITED,https://www.upstox.com/stocks/ganesha-ecosphere-limited-share-price/INE845D01014/
GANESH BENZOPLAST LIMITED,https://www.upstox.com/stocks/ganesh-benzoplast-limited-share-price/INE388A01029/
GANESH HOUSING CORP LTD,https://www.upstox.com/stocks/ganesh-housing-corp-ltd-share-price/INE460C01014/
GANESH INFRAWORLD LIMITED,https://www.upstox.com/stocks/ganesh-infraworld-limited-share-price/INE0TVT01024/
GANGA FORGING LIMITED,https://www.upstox.com/stocks/ganga-forging-limited-share-price/INE691Z01023/
GANGES SECURITIES LIMITED,https://www.upstox.com/stocks/ganges-securities-limited-share-price/INE335W01016/
GARWARE TECH FIBRES LTD,https://www.upstox.com/stocks/garware-tech-fibres-ltd-share-price/INE276A01018/
GARUDA CONSTRUCT N ENG L,https://www.upstox.com/stocks/garuda-construct-n-eng-l-share-price/INE0JVO01026/
GACM TECHNOLOGIES LIMITED,https://www.upstox.com/stocks/gacm-technologies-limited-share-price/INE224E01028/
GACM TECHNOLOGIES LIMITED,https://www.upstox.com/stocks/gacm-technologies-limited-share-price/INE224E01036/
GATEWAY DISTRIPARKS LTD,https://www.upstox.com/stocks/gateway-distriparks-ltd-share-price/INE079J01017/
GEECEE VENTURES LIMITED,https://www.upstox.com/stocks/geecee-ventures-limited-share-price/INE916G01016/
GEEKAY WIRES LIMITED,https://www.upstox.com/stocks/geekay-wires-limited-share-price/INE669X01024/
GENERIC ENG CONS PROJ LTD,https://www.upstox.com/stocks/generic-eng-cons-proj-ltd-share-price/INE854S01022/
GENESYS INTL CORPN LTD,https://www.upstox.com/stocks/genesys-intl-corpn-ltd-share-price/INE727B01026/
GENSOL ENGINEERING LTD,https://www.upstox.com/stocks/gensol-engineering-ltd-share-price/INE06H201014/
GENUS P&B LIMITED,https://www.upstox.com/stocks/genus-p-b-limited-share-price/INE949P01018/
GENUS POWER INFRASTRU LTD,https://www.upstox.com/stocks/genus-power-infrastru-ltd-share-price/INE955D01029/
GEOJIT FINANCIAL SER L,https://www.upstox.com/stocks/geojit-financial-ser-l-share-price/INE007B01023/
GE POWER INDIA LIMITED,https://www.upstox.com/stocks/ge-power-india-limited-share-price/INE878A01011/
THE GE SHPG.LTD,https://www.upstox.com/stocks/the-ge-shpg-ltd-share-price/INE017A01032/
GFL LIMITED,https://www.upstox.com/stocks/gfl-limited-share-price/INE538A01037/
GANESH GREEN BHARAT LTD,https://www.upstox.com/stocks/ganesh-green-bharat-ltd-share-price/INE0R8C01018/
GHCL LIMITED,https://www.upstox.com/stocks/ghcl-limited-share-price/INE539A01019/
GHCL TEXTILES LIMITED,https://www.upstox.com/stocks/ghcl-textiles-limited-share-price/INE0PA801013/
GIC HOUSING FINANCE LTD,https://www.upstox.com/stocks/gic-housing-finance-ltd-share-price/INE289B01019/
GENERAL INS CORP OF INDIA,https://www.upstox.com/stocks/general-ins-corp-of-india-share-price/INE481Y01014/
GILLANDERS ARBUTHNOT LTD,https://www.upstox.com/stocks/gillanders-arbuthnot-ltd-share-price/INE047B01011/
GILLETTE INDIA LTD,https://www.upstox.com/stocks/gillette-india-ltd-share-price/INE322A01010/
RELCAPAMC - NETFGILT5Y,https://www.upstox.com/stocks/relcapamc-netfgilt5y-share-price/INF204KC1030/
GINNI FILAMENTS LTD,https://www.upstox.com/stocks/ginni-filaments-ltd-share-price/INE424C01010/
GUJ IND POW CO. LTD,https://www.upstox.com/stocks/guj-ind-pow-co-ltd-share-price/INE162A01010/
GIRIRAJ CIVIL DEVP LTD,https://www.upstox.com/stocks/giriraj-civil-devp-ltd-share-price/INE614Z01017/
GKW LIMITED,https://www.upstox.com/stocks/gkw-limited-share-price/INE528A01020/
GLAND PHARMA LIMITED,https://www.upstox.com/stocks/gland-pharma-limited-share-price/INE068V01023/
GLAXOSMITHKLINE PHARMA LT,https://www.upstox.com/stocks/glaxosmithkline-pharma-lt-share-price/INE159A01016/
GLENMARK PHARMACEUTICALS,https://www.upstox.com/stocks/glenmark-pharmaceuticals-share-price/INE935A01035/
GUJARAT LEASE FINANCING L,https://www.upstox.com/stocks/gujarat-lease-financing-l-share-price/INE540A01017/
GLOBAL EDUCATION LIMITED,https://www.upstox.com/stocks/global-education-limited-share-price/INE291W01037/
GLOBALE TESSILE LIMITED,https://www.upstox.com/stocks/globale-tessile-limited-share-price/INE0URU01010/
GLOBAL PET INDUSTRIES LTD,https://www.upstox.com/stocks/global-pet-industries-ltd-share-price/INE0PS501019/
GLOBAL VEC HELICORP LTD,https://www.upstox.com/stocks/global-vec-helicorp-ltd-share-price/INE792H01019/
GLOBE TEXTILES (I) LTD.,https://www.upstox.com/stocks/globe-textiles-i-ltd-share-price/INE581X01021/
GLOBUS SPIRITS LTD,https://www.upstox.com/stocks/globus-spirits-ltd-share-price/INE615I01010/
GLOSTER LIMITED,https://www.upstox.com/stocks/gloster-limited-share-price/INE350Z01018/
GLENMARK LIFE SCIENCE LTD,https://www.upstox.com/stocks/glenmark-life-science-ltd-share-price/INE03Q201024/
G M BREWERIES LTD,https://www.upstox.com/stocks/g-m-breweries-ltd-share-price/INE075D01018/
GUJARAT MINERAL DEV CORP,https://www.upstox.com/stocks/gujarat-mineral-dev-corp-share-price/INE131A01031/
GMM PFAUDLER LIMITED,https://www.upstox.com/stocks/gmm-pfaudler-limited-share-price/INE541A01023/
GMR AIRPORTS LIMITED,https://www.upstox.com/stocks/gmr-airports-limited-share-price/INE776C01039/
GMR POW AND URBAN INFRA L,https://www.upstox.com/stocks/gmr-pow-and-urban-infra-l-share-price/INE0CU601026/
GNA AXLES LIMITED,https://www.upstox.com/stocks/gna-axles-limited-share-price/INE934S01014/
GUJ NAR VAL FER & CHEM L,https://www.upstox.com/stocks/guj-nar-val-fer-chem-l-share-price/INE113A01013/
GOA CARBON LIMITED,https://www.upstox.com/stocks/goa-carbon-limited-share-price/INE426D01013/
GOCL CORPORATION LIMITED,https://www.upstox.com/stocks/gocl-corporation-limited-share-price/INE077F01035/
GO FASHION INDIA LTD,https://www.upstox.com/stocks/go-fashion-india-ltd-share-price/INE0BJS01011/
GODAVARI BIOREFINERIES L,https://www.upstox.com/stocks/godavari-biorefineries-l-share-price/INE497S01012/
GODFREY PHILLIPS INDIA LT,https://www.upstox.com/stocks/godfrey-phillips-india-lt-share-price/INE260B01028/
GODHA CABCON INSULAT LTD,https://www.upstox.com/stocks/godha-cabcon-insulat-ltd-share-price/INE925Y01036/
GO DIGIT GENERAL INS LTD,https://www.upstox.com/stocks/go-digit-general-ins-ltd-share-price/INE03JT01014/
GODREJ AGROVET LIMITED,https://www.upstox.com/stocks/godrej-agrovet-limited-share-price/INE850D01014/
GODREJ CONSUMER PRODUCTS,https://www.upstox.com/stocks/godrej-consumer-products-share-price/INE102D01028/
GODREJ INDUSTRIES LTD,https://www.upstox.com/stocks/godrej-industries-ltd-share-price/INE233A01035/
GODREJ PROPERTIES LTD,https://www.upstox.com/stocks/godrej-properties-ltd-share-price/INE484J01027/
GOKALDAS EXPORTS LTD.,https://www.upstox.com/stocks/gokaldas-exports-ltd-share-price/INE887G01027/
GOKUL REFOILS & SOLV LTD,https://www.upstox.com/stocks/gokul-refoils-solv-ltd-share-price/INE020J01029/
GOKUL AGRO RESOURCES LTD,https://www.upstox.com/stocks/gokul-agro-resources-ltd-share-price/INE314T01025/
KOTAK GOLD ETF,https://www.upstox.com/stocks/kotak-gold-etf-share-price/INF174KA1HJ8/
NIP IND ETF GOLD BEES,https://www.upstox.com/stocks/nip-ind-etf-gold-bees-share-price/INF204KB17I5/
ZERODHAAMC - GOLDCASE,https://www.upstox.com/stocks/zerodhaamc-goldcase-share-price/INF0R8F01042/
MIRAEAMC - MAGOLDETF,https://www.upstox.com/stocks/miraeamc-magoldetf-share-price/INF769K01JP9/
DSPAMC - DSPGOLDETF,https://www.upstox.com/stocks/dspamc-dspgoldetf-share-price/INF740KA1SW3/
GOLDIAM INTERNATIONAL LTD,https://www.upstox.com/stocks/goldiam-international-ltd-share-price/INE025B01025/
ICICI PRUDENTIAL GOLD ETF,https://www.upstox.com/stocks/icici-prudential-gold-etf-share-price/INF109KC1NT3/
UTI GOLD ETF,https://www.upstox.com/stocks/uti-gold-etf-share-price/INF789F1AUX7/
GOLDSTAR POWER LIMITED,https://www.upstox.com/stocks/goldstar-power-limited-share-price/INE405Y01021/
AION-TECH SOLUTIONS LTD,https://www.upstox.com/stocks/aion-tech-solutions-ltd-share-price/INE805A01014/
GOODLUCK INDIA LIMITED,https://www.upstox.com/stocks/goodluck-india-limited-share-price/INE127I01024/
GOPAL SNACKS LIMITED,https://www.upstox.com/stocks/gopal-snacks-limited-share-price/INE0L9R01028/
GOYAL ALUMINIUMS LIMITED,https://www.upstox.com/stocks/goyal-aluminiums-limited-share-price/INE705X01026/
GOYAL SALT LIMITED,https://www.upstox.com/stocks/goyal-salt-limited-share-price/INE0QFE01017/
GODAWARI POW & ISP LTD,https://www.upstox.com/stocks/godawari-pow-isp-ltd-share-price/INE177H01039/
GUJARAT PIPAVAV PORT LTD,https://www.upstox.com/stocks/gujarat-pipavav-port-ltd-share-price/INE517F01014/
GPT HEALTHCARE LIMITED,https://www.upstox.com/stocks/gpt-healthcare-limited-share-price/INE486R01017/
GPT INFRAPROJECTS LTD,https://www.upstox.com/stocks/gpt-infraprojects-ltd-share-price/INE390G01014/
GRANULES INDIA LIMITED,https://www.upstox.com/stocks/granules-india-limited-share-price/INE101D01020/
GRAPHITE INDIA LTD,https://www.upstox.com/stocks/graphite-india-ltd-share-price/INE371A01025/
GRASIM INDUSTRIES LTD,https://www.upstox.com/stocks/grasim-industries-ltd-share-price/INE047A01021/
GRAVITA INDIA LIMITED,https://www.upstox.com/stocks/gravita-india-limited-share-price/INE024L01027/
GREAVES COTTON LTD.,https://www.upstox.com/stocks/greaves-cotton-ltd-share-price/INE224A01026/
GREENCHEF APPLIANCES LTD,https://www.upstox.com/stocks/greenchef-appliances-ltd-share-price/INE0O7P01015/
GREENLAM INDUSTRIES LTD.,https://www.upstox.com/stocks/greenlam-industries-ltd-share-price/INE544R01021/
GREENPANEL INDUSTRIES LTD,https://www.upstox.com/stocks/greenpanel-industries-ltd-share-price/INE08ZM01014/
GREENPLY INDUSTRIES LTD,https://www.upstox.com/stocks/greenply-industries-ltd-share-price/INE461C01038/
ORIENT GREEN POWER CO LTD,https://www.upstox.com/stocks/orient-green-power-co-ltd-share-price/INE999K01014/
GRINDWELL NORTON LIMITED,https://www.upstox.com/stocks/grindwell-norton-limited-share-price/INE536A01023/
G R INFRAPROJECTS LIMITED,https://www.upstox.com/stocks/g-r-infraprojects-limited-share-price/INE201P01022/
GRM OVERSEAS LIMITED,https://www.upstox.com/stocks/grm-overseas-limited-share-price/INE192H01020/
THE GROB TEA COMPANY LTD,https://www.upstox.com/stocks/the-grob-tea-company-ltd-share-price/INE646C01018/
GROWWAMC - GROWWDEFNC,https://www.upstox.com/stocks/growwamc-growwdefnc-share-price/INF666M01IO8/
GROWWAMC - GROWWEV,https://www.upstox.com/stocks/growwamc-growwev-share-price/INF666M01IH2/
GROWWAMC - GROWWGOLD,https://www.upstox.com/stocks/growwamc-growwgold-share-price/INF666M01IW1/
GROWWAMC - GROWWLIQID,https://www.upstox.com/stocks/growwamc-growwliqid-share-price/INF666M01IP5/
GRP LIMITED,https://www.upstox.com/stocks/grp-limited-share-price/INE137I01015/
GARDEN REACH SHIP&ENG LTD,https://www.upstox.com/stocks/garden-reach-ship-eng-ltd-share-price/INE382Z01011/
GARWARE HI-TECH FILMS LTD,https://www.upstox.com/stocks/garware-hi-tech-films-ltd-share-price/INE291A01017/
BIRLASLAMC - GSEC10ABSL,https://www.upstox.com/stocks/birlaslamc-gsec10absl-share-price/INF209KC1142/
ICICIPRAMC - ICICI10GS,https://www.upstox.com/stocks/icicipramc-icici10gs-share-price/INF109KC18O0/
MIRAEAMC - MAGS813ETF,https://www.upstox.com/stocks/miraeamc-mags813etf-share-price/INF769K01KF8/
ICICIPRAMC - ICICI5GSEC,https://www.upstox.com/stocks/icicipramc-icici5gsec-share-price/INF109KC14A8/
GUJ STATE FERT & CHEM LTD,https://www.upstox.com/stocks/guj-state-fert-chem-ltd-share-price/INE026A01025/
GLOBAL SURFACES LIMITED,https://www.upstox.com/stocks/global-surfaces-limited-share-price/INE0JSX01015/
GUJARAT STATE PETRO LTD,https://www.upstox.com/stocks/gujarat-state-petro-ltd-share-price/INE246F01010/
GSS INFOTECH LIMITED,https://www.upstox.com/stocks/gss-infotech-limited-share-price/INE871H01011/
G-TEC JAINX EDUCATION LTD,https://www.upstox.com/stocks/g-tec-jainx-education-ltd-share-price/INE586X01012/
GTL LTD,https://www.upstox.com/stocks/gtl-ltd-share-price/INE043A01012/
GTL INFRA.LTD,https://www.upstox.com/stocks/gtl-infra-ltd-share-price/INE221H01019/
GTPL HATHWAY LIMITED,https://www.upstox.com/stocks/gtpl-hathway-limited-share-price/INE869I01013/
GUFIC BIOSCIENCES LTD.,https://www.upstox.com/stocks/gufic-biosciences-ltd-share-price/INE742B01025/
GUJARAT ALKALIES & CHEM,https://www.upstox.com/stocks/gujarat-alkalies-chem-share-price/INE186A01019/
GUJ. APOLLO IND. LTD.,https://www.upstox.com/stocks/guj-apollo-ind-ltd-share-price/INE826C01016/
GUJARAT GAS LIMITED,https://www.upstox.com/stocks/gujarat-gas-limited-share-price/INE844O01030/
GUJARAT RAFFIA INDUST LTD,https://www.upstox.com/stocks/gujarat-raffia-indust-ltd-share-price/INE610B01024/
GULF OIL LUB. IND. LTD.,https://www.upstox.com/stocks/gulf-oil-lub-ind-ltd-share-price/INE635Q01029/
GP PETROLEUMS LIMITED,https://www.upstox.com/stocks/gp-petroleums-limited-share-price/INE586G01017/
GULSHAN POLYOLS LIMITED,https://www.upstox.com/stocks/gulshan-polyols-limited-share-price/INE255D01024/
GVK POW. & INFRA LTD.,https://www.upstox.com/stocks/gvk-pow-infra-ltd-share-price/INE251H01024/
GVP INFOTECH LIMITED,https://www.upstox.com/stocks/gvp-infotech-limited-share-price/INE382T01030/
GE VERNOVA T&D INDIA LTD,https://www.upstox.com/stocks/ge-vernova-t-d-india-ltd-share-price/INE200A01026/
HINDUSTAN AERONAUTICS LTD,https://www.upstox.com/stocks/hindustan-aeronautics-ltd-share-price/INE066F01020/
HAPPIEST MINDS TECHNO LTD,https://www.upstox.com/stocks/happiest-minds-techno-ltd-share-price/INE419U01012/
HAPPY FORGINGS LIMITED,https://www.upstox.com/stocks/happy-forgings-limited-share-price/INE330T01021/
HARDWYN INDIA LIMITED,https://www.upstox.com/stocks/hardwyn-india-limited-share-price/INE626Z01029/
HARIOM PIPE INDUSTRIES L,https://www.upstox.com/stocks/hariom-pipe-industries-l-share-price/INE00EV01017/
HARRISON MALAYALAM LTD,https://www.upstox.com/stocks/harrison-malayalam-ltd-share-price/INE544A01019/
HARSHA ENGINEERS INT LTD,https://www.upstox.com/stocks/harsha-engineers-int-ltd-share-price/INE0JUS01029/
HATHWAY CABLE & DATACOM,https://www.upstox.com/stocks/hathway-cable-datacom-share-price/INE982F01036/
HATSUN AGRO PRODUCT LTD.,https://www.upstox.com/stocks/hatsun-agro-product-ltd-share-price/INE473B01035/
HAVELLS INDIA LIMITED,https://www.upstox.com/stocks/havells-india-limited-share-price/INE176B01034/
SRI HAVISHA HOSP & INFR L,https://www.upstox.com/stocks/sri-havisha-hosp-infr-l-share-price/INE293B01029/
HBL ENGINEERING LTD,https://www.upstox.com/stocks/hbl-engineering-ltd-share-price/INE292B01021/
HB STOCKHOLDINGS LIMITED,https://www.upstox.com/stocks/hb-stockholdings-limited-share-price/INE550B01022/
HINDUSTAN CONSTRUCTION CO,https://www.upstox.com/stocks/hindustan-construction-co-share-price/INE549A01026/
HEALTHCARE GLOB. ENT. LTD,https://www.upstox.com/stocks/healthcare-glob-ent-ltd-share-price/INE075I01017/
HCL INFOSYSTEMS LTD,https://www.upstox.com/stocks/hcl-infosystems-ltd-share-price/INE236A01020/
HCL TECHNOLOGIES LTD,https://www.upstox.com/stocks/hcl-technologies-ltd-share-price/INE860A01027/
HDFC AMC LIMITED,https://www.upstox.com/stocks/hdfc-amc-limited-share-price/INE127D01025/
HDFC BANK LTD,https://www.upstox.com/stocks/hdfc-bank-ltd-share-price/INE040A01034/
HDFCAMC - HDFCBSE500,https://www.upstox.com/stocks/hdfcamc-hdfcbse500-share-price/INF179KC1EZ4/
HDFC GOLD ETF,https://www.upstox.com/stocks/hdfc-gold-etf-share-price/INF179KC1981/
HDFCAMC - HDFCGROWTH,https://www.upstox.com/stocks/hdfcamc-hdfcgrowth-share-price/INF179KC1DJ0/
HDFC LIFE INS CO LTD,https://www.upstox.com/stocks/hdfc-life-ins-co-ltd-share-price/INE795G01014/
HDFCAMC - HDFCLIQUID,https://www.upstox.com/stocks/hdfcamc-hdfcliquid-share-price/INF179KC1HE2/
HDFCAMC - HDFCLOWVOL,https://www.upstox.com/stocks/hdfcamc-hdfclowvol-share-price/INF179KC1HU8/
HDFCAMC - HDFCMID150,https://www.upstox.com/stocks/hdfcamc-hdfcmid150-share-price/INF179KC1HT0/
HDFCAMC - HDFCMOMENT,https://www.upstox.com/stocks/hdfcamc-hdfcmoment-share-price/INF179KC1HV6/
HDFCAMC - HDFCNEXT50,https://www.upstox.com/stocks/hdfcamc-hdfcnext50-share-price/INF179KC1HS2/
HDFCAMC - HDFCNIF100,https://www.upstox.com/stocks/hdfcamc-hdfcnif100-share-price/INF179KC1HR4/
HDFCAMC - HDFCNIFBAN,https://www.upstox.com/stocks/hdfcamc-hdfcnifban-share-price/INF179KC1HY0/
HDFCAMC - HDFCNIFIT,https://www.upstox.com/stocks/hdfcamc-hdfcnifit-share-price/INF179KC1IA8/
HDFCAMC - HDFCNIFTY,https://www.upstox.com/stocks/hdfcamc-hdfcnifty-share-price/INF179KC1965/
HDFCAMC HDFCPSUBK,https://www.upstox.com/stocks/hdfcamc-hdfcpsubk-share-price/INF179KC1HW4/
HDFCAMC - HDFCPVTBAN,https://www.upstox.com/stocks/hdfcamc-hdfcpvtban-share-price/INF179KC1HZ7/
HDFCAMC - HDFCQUAL,https://www.upstox.com/stocks/hdfcamc-hdfcqual-share-price/INF179KC1DL6/
HDFCAMC - HDFCSENSEX,https://www.upstox.com/stocks/hdfcamc-hdfcsensex-share-price/INF179KC1HX2/
HDFCAMC - HDFCSILVER,https://www.upstox.com/stocks/hdfcamc-hdfcsilver-share-price/INF179KC1DI2/
HDFCAMC - HDFCSML250,https://www.upstox.com/stocks/hdfcamc-hdfcsml250-share-price/INF179KC1FB2/
HDFCAMC - HDFCVALUE,https://www.upstox.com/stocks/hdfcamc-hdfcvalue-share-price/INF179KC1DK8/
